Detailed Resource Usage
Module Name,Fabric 4LUT,Fabric DFF,Interface 4LUT,Interface DFF,Single-Ended I/O,Differential I/O Pairs,uSRAM (64x12),LSRAM (20K),Chip Globals,PLL,Transceiver Lanes,Transceiver PCIe
FIC_1_PERIPHERALS_1/FIC_1_INITIATOR_0/FIC_1_INITIATOR_0/MstConvertor_loop[0].mstrconv/rgsl/genblk3.rrs/Primitives,79,152,0,0,0,0,0,0,0,0,0,0
FIC_1_PERIPHERALS_1/FIC_1_INITIATOR_0/FIC_1_INITIATOR_0/MstConvertor_loop[0].mstrconv/rgsl/genblk4.wrs/Primitives,77,148,0,0,0,0,0,0,0,0,0,0
FIC_1_PERIPHERALS_1/FIC_1_INITIATOR_0/FIC_1_INITIATOR_0/MstConvertor_loop[0].mstrconv/rgsl/genblk5.brs/Primitives,14,22,0,0,0,0,0,0,0,0,0,0
FIC_1_PERIPHERALS_1/FIC_1_INITIATOR_0/FIC_1_INITIATOR_0/SlvConvertor_loop[0].slvcnv/rgsl/genblk1.awrs/Primitives,56,100,0,0,0,0,0,0,0,0,0,0
FIC_1_PERIPHERALS_1/FIC_1_INITIATOR_0/FIC_1_INITIATOR_0/SlvConvertor_loop[0].slvcnv/rgsl/genblk2.arrs/Primitives,59,106,0,0,0,0,0,0,0,0,0,0
FIC_1_PERIPHERALS_1/FIC_1_INITIATOR_0/FIC_1_INITIATOR_0/SlvConvertor_loop[0].slvcnv/rgsl/genblk3.rrs/Primitives,85,152,0,0,0,0,0,0,0,0,0,0
FIC_1_PERIPHERALS_1/FIC_1_INITIATOR_0/FIC_1_INITIATOR_0/SlvConvertor_loop[0].slvcnv/rgsl/genblk4.wrs/Primitives,80,148,0,0,0,0,0,0,0,0,0,0
FIC_1_PERIPHERALS_1/FIC_1_INITIATOR_0/FIC_1_INITIATOR_0/SlvConvertor_loop[0].slvcnv/rgsl/genblk5.brs/Primitives,14,22,0,0,0,0,0,0,0,0,0,0
FIC_1_PERIPHERALS_1/FIC_1_INITIATOR_0/FIC_1_INITIATOR_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_SlvAxi4ReadID/Primitives,6,0,0,0,0,0,0,0,0,0,0,0
FIC_1_PERIPHERALS_1/FIC_1_INITIATOR_0/FIC_1_INITIATOR_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_SlvAxi4ReadID/genblk1.rdata_interleave_fifo/fifo_ctrl_inst/Primitives,84,28,0,0,0,0,0,0,0,0,0,0
FIC_1_PERIPHERALS_1/FIC_1_INITIATOR_0/FIC_1_INITIATOR_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_SlvAxi4ReadID/genblk1.rdata_interleave_fifo/genblk1[0].ram/Primitives,24,0,0,0,0,0,0,0,0,0,0,0
FIC_1_PERIPHERALS_1/FIC_1_INITIATOR_0/FIC_1_INITIATOR_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_SlvAxi4ReadID/genblk1.rdata_interleave_fifo/genblk1[0].ram/mem_mem_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
FIC_1_PERIPHERALS_1/FIC_1_INITIATOR_0/FIC_1_INITIATOR_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_SlvAxi4ReadID/genblk1.rdata_interleave_fifo/genblk1[0].ram/mem_mem_1_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
FIC_1_PERIPHERALS_1/FIC_1_INITIATOR_0/FIC_1_INITIATOR_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_SlvAxi4ReadID/genblk1.rdata_interleave_fifo/genblk1[0].ram/mem_mem_2_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
FIC_1_PERIPHERALS_1/FIC_1_INITIATOR_0/FIC_1_INITIATOR_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_SlvAxi4ReadID/genblk1.rdata_interleave_fifo/genblk1[0].ram/mem_mem_3_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
FIC_1_PERIPHERALS_1/FIC_1_INITIATOR_0/FIC_1_INITIATOR_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_SlvAxi4WriteID/Primitives,6,0,0,0,0,0,0,0,0,0,0,0
FIC_1_PERIPHERALS_1/FIC_1_INITIATOR_0/FIC_1_INITIATOR_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_SlvAxi4WriteID/genblk1.rdata_interleave_fifo/fifo_ctrl_inst/Primitives,88,28,0,0,0,0,0,0,0,0,0,0
FIC_1_PERIPHERALS_1/FIC_1_INITIATOR_0/FIC_1_INITIATOR_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_SlvAxi4WriteID/genblk1.rdata_interleave_fifo/genblk1[0].ram/Primitives,24,0,0,0,0,0,0,0,0,0,0,0
FIC_1_PERIPHERALS_1/FIC_1_INITIATOR_0/FIC_1_INITIATOR_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_SlvAxi4WriteID/genblk1.rdata_interleave_fifo/genblk1[0].ram/mem_mem_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
FIC_1_PERIPHERALS_1/FIC_1_INITIATOR_0/FIC_1_INITIATOR_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_SlvAxi4WriteID/genblk1.rdata_interleave_fifo/genblk1[0].ram/mem_mem_1_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
FIC_1_PERIPHERALS_1/FIC_1_INITIATOR_0/FIC_1_INITIATOR_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_SlvAxi4WriteID/genblk1.rdata_interleave_fifo/genblk1[0].ram/mem_mem_2_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
FIC_1_PERIPHERALS_1/FIC_1_INITIATOR_0/FIC_1_INITIATOR_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_SlvAxi4WriteID/genblk1.rdata_interleave_fifo/genblk1[0].ram/mem_mem_3_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
FIC_1_PERIPHERALS_1/FIC_1_INITIATOR_0/FIC_1_INITIATOR_0/arst_aclk_sync/Primitives,0,2,0,0,0,0,0,0,1,0,0,0
FIC_1_PERIPHERALS_1/PCIE/PF_PCIE_C0_0/Primitives,1,0,0,0,0,0,0,0,0,0,4,1
FIC_1_PERIPHERALS_1/PCIE/PF_PCIE_C0_0/pcie_apblink_master_inst/Primitives,77,80,0,0,0,0,0,0,0,0,0,0
FIC_1_PERIPHERALS_1/PCIE_INITIATOR_inst_0/PCIE_INITIATOR_0/MstConvertor_loop[0].mstrconv/rgsl/genblk1.awrs/Primitives,53,88,0,0,0,0,0,0,0,0,0,0
FIC_1_PERIPHERALS_1/PCIE_INITIATOR_inst_0/PCIE_INITIATOR_0/MstConvertor_loop[0].mstrconv/rgsl/genblk2.arrs/Primitives,53,92,0,0,0,0,0,0,0,0,0,0
FIC_1_PERIPHERALS_1/PCIE_INITIATOR_inst_0/PCIE_INITIATOR_0/MstConvertor_loop[0].mstrconv/rgsl/genblk3.rrs/Primitives,78,144,0,0,0,0,0,0,0,0,0,0
FIC_1_PERIPHERALS_1/PCIE_INITIATOR_inst_0/PCIE_INITIATOR_0/MstConvertor_loop[0].mstrconv/rgsl/genblk4.wrs/Primitives,83,148,0,0,0,0,0,0,0,0,0,0
FIC_1_PERIPHERALS_1/PCIE_INITIATOR_inst_0/PCIE_INITIATOR_0/MstConvertor_loop[0].mstrconv/rgsl/genblk5.brs/Primitives,13,10,0,0,0,0,0,0,0,0,0,0
FIC_1_PERIPHERALS_1/PCIE_INITIATOR_inst_0/PCIE_INITIATOR_0/SlvConvertor_loop[0].slvcnv/rgsl/genblk1.awrs/Primitives,47,88,0,0,0,0,0,0,0,0,0,0
FIC_1_PERIPHERALS_1/PCIE_INITIATOR_inst_0/PCIE_INITIATOR_0/SlvConvertor_loop[0].slvcnv/rgsl/genblk2.arrs/Primitives,49,92,0,0,0,0,0,0,0,0,0,0
FIC_1_PERIPHERALS_1/PCIE_INITIATOR_inst_0/PCIE_INITIATOR_0/SlvConvertor_loop[0].slvcnv/rgsl/genblk3.rrs/Primitives,75,144,0,0,0,0,0,0,0,0,0,0
FIC_1_PERIPHERALS_1/PCIE_INITIATOR_inst_0/PCIE_INITIATOR_0/SlvConvertor_loop[0].slvcnv/rgsl/genblk4.wrs/Primitives,77,148,0,0,0,0,0,0,0,0,0,0
FIC_1_PERIPHERALS_1/PCIE_INITIATOR_inst_0/PCIE_INITIATOR_0/SlvConvertor_loop[0].slvcnv/rgsl/genblk5.brs/Primitives,8,10,0,0,0,0,0,0,0,0,0,0
FIC_1_PERIPHERALS_1/PCIE_INITIATOR_inst_0/PCIE_INITIATOR_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_SlvAxi4ReadID/Primitives,6,0,0,0,0,0,0,0,0,0,0,0
FIC_1_PERIPHERALS_1/PCIE_INITIATOR_inst_0/PCIE_INITIATOR_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_SlvAxi4ReadID/genblk1.rdata_interleave_fifo/fifo_ctrl_inst/Primitives,90,28,0,0,0,0,0,0,0,0,0,0
FIC_1_PERIPHERALS_1/PCIE_INITIATOR_inst_0/PCIE_INITIATOR_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_SlvAxi4ReadID/genblk1.rdata_interleave_fifo/genblk1[0].ram/Primitives,16,0,0,0,0,0,0,0,0,0,0,0
FIC_1_PERIPHERALS_1/PCIE_INITIATOR_inst_0/PCIE_INITIATOR_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_SlvAxi4ReadID/genblk1.rdata_interleave_fifo/genblk1[0].ram/mem_mem_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
FIC_1_PERIPHERALS_1/PCIE_INITIATOR_inst_0/PCIE_INITIATOR_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_SlvAxi4ReadID/genblk1.rdata_interleave_fifo/genblk1[0].ram/mem_mem_1_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
FIC_1_PERIPHERALS_1/PCIE_INITIATOR_inst_0/PCIE_INITIATOR_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_SlvAxi4ReadID/genblk1.rdata_interleave_fifo/genblk1[0].ram/mem_mem_2_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
FIC_1_PERIPHERALS_1/PCIE_INITIATOR_inst_0/PCIE_INITIATOR_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_SlvAxi4ReadID/genblk1.rdata_interleave_fifo/genblk1[0].ram/mem_mem_3_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
FIC_1_PERIPHERALS_1/PCIE_INITIATOR_inst_0/PCIE_INITIATOR_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_SlvAxi4WriteID/Primitives,6,0,0,0,0,0,0,0,0,0,0,0
FIC_1_PERIPHERALS_1/PCIE_INITIATOR_inst_0/PCIE_INITIATOR_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_SlvAxi4WriteID/genblk1.rdata_interleave_fifo/fifo_ctrl_inst/Primitives,87,28,0,0,0,0,0,0,0,0,0,0
FIC_1_PERIPHERALS_1/PCIE_INITIATOR_inst_0/PCIE_INITIATOR_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_SlvAxi4WriteID/genblk1.rdata_interleave_fifo/genblk1[0].ram/Primitives,12,0,0,0,0,0,0,0,0,0,0,0
FIC_1_PERIPHERALS_1/PCIE_INITIATOR_inst_0/PCIE_INITIATOR_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_SlvAxi4WriteID/genblk1.rdata_interleave_fifo/genblk1[0].ram/mem_mem_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
FIC_1_PERIPHERALS_1/PCIE_INITIATOR_inst_0/PCIE_INITIATOR_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_SlvAxi4WriteID/genblk1.rdata_interleave_fifo/genblk1[0].ram/mem_mem_1_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
FIC_1_PERIPHERALS_1/PCIE_INITIATOR_inst_0/PCIE_INITIATOR_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_SlvAxi4WriteID/genblk1.rdata_interleave_fifo/genblk1[0].ram/mem_mem_2_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
FIC_1_PERIPHERALS_1/PCIE_INITIATOR_inst_0/PCIE_INITIATOR_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_SlvAxi4WriteID/genblk1.rdata_interleave_fifo/genblk1[0].ram/mem_mem_3_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
FIC_1_PERIPHERALS_1/PCIE_INITIATOR_inst_0/PCIE_INITIATOR_0/arst_aclk_sync/Primitives,0,2,0,0,0,0,0,0,1,0,0,0
FIC_3_PERIPHERALS_1/COREGPIO_C0/GPIO_0/Primitives,7,4,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/CoreUARTapb_C0_0/CoreUARTapb_C0_0/Primitives,41,24,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/CoreUARTapb_C0_0/CoreUARTapb_C0_0/uUART/Primitives,29,24,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/CoreUARTapb_C0_0/CoreUARTapb_C0_0/uUART/genblk2.tx_fifo/fifo_256x8_g5/Primitives,33,33,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/CoreUARTapb_C0_0/CoreUARTapb_C0_0/uUART/genblk2.tx_fifo/fifo_256x8_g5/ram256x8_g5/Primitives,2,0,36,36,0,0,0,1,0,0,0,0
FIC_3_PERIPHERALS_1/CoreUARTapb_C0_0/CoreUARTapb_C0_0/uUART/genblk3.rx_fifo/fifo_256x8_g5/Primitives,32,33,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/CoreUARTapb_C0_0/CoreUARTapb_C0_0/uUART/genblk3.rx_fifo/fifo_256x8_g5/ram256x8_g5/Primitives,2,0,36,36,0,0,0,1,0,0,0,0
FIC_3_PERIPHERALS_1/CoreUARTapb_C0_0/CoreUARTapb_C0_0/uUART/make_CLOCK_GEN/Primitives,24,19,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/CoreUARTapb_C0_0/CoreUARTapb_C0_0/uUART/make_RX/Primitives,65,39,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/CoreUARTapb_C0_0/CoreUARTapb_C0_0/uUART/make_TX/Primitives,29,23,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/CoreUARTapb_C1_inst_0/CoreUARTapb_C1_0/Primitives,43,24,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/CoreUARTapb_C1_inst_0/CoreUARTapb_C1_0/uUART/Primitives,27,24,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/CoreUARTapb_C1_inst_0/CoreUARTapb_C1_0/uUART/genblk2.tx_fifo/fifo_256x8_g5/Primitives,33,33,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/CoreUARTapb_C1_inst_0/CoreUARTapb_C1_0/uUART/genblk2.tx_fifo/fifo_256x8_g5/ram256x8_g5/Primitives,2,0,36,36,0,0,0,1,0,0,0,0
FIC_3_PERIPHERALS_1/CoreUARTapb_C1_inst_0/CoreUARTapb_C1_0/uUART/genblk3.rx_fifo/fifo_256x8_g5/Primitives,31,33,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/CoreUARTapb_C1_inst_0/CoreUARTapb_C1_0/uUART/genblk3.rx_fifo/fifo_256x8_g5/ram256x8_g5/Primitives,2,0,36,36,0,0,0,1,0,0,0,0
FIC_3_PERIPHERALS_1/CoreUARTapb_C1_inst_0/CoreUARTapb_C1_0/uUART/make_CLOCK_GEN/Primitives,24,19,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/CoreUARTapb_C1_inst_0/CoreUARTapb_C1_0/uUART/make_RX/Primitives,64,39,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/CoreUARTapb_C1_inst_0/CoreUARTapb_C1_0/uUART/make_TX/Primitives,29,23,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/FIC_3_ADDRESS_GENERATION_1/APB_ARBITER_0/Primitives,37,0,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/FIC_3_ADDRESS_GENERATION_1/FIC_3_0x4000_0xxx_0/FIC_3_0x4000_0xxx_0/Primitives,8,0,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/FIC_3_ADDRESS_GENERATION_1/FIC_3_0x4000_0xxx_0/FIC_3_0x4000_0xxx_0/u_mux_p_to_b3/Primitives,33,0,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/FIC_3_ADDRESS_GENERATION_1/FIC_3_0x4FFF_Fxxx_0/FIC_3_0x4FFF_Fxxx_0/Primitives,1,0,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/FIC_3_ADDRESS_GENERATION_1/FIC_3_0x4xxx_xxxx_0/FIC_3_0x4xxx_xxxx_0/Primitives,40,0,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/FIC_3_ADDRESS_GENERATION_1/FIC_3_0x4xxx_xxxx_0/FIC_3_0x4xxx_xxxx_0/u_mux_p_to_b3/Primitives,2,0,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/MIV_IHC_C0_0/MIV_IHC_C0_0/Primitives,4,0,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/MIV_IHC_C0_0/MIV_IHC_C0_0/miv_ihc_core_0/addr_mux_0/Primitives,451,0,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/MIV_IHC_C0_0/MIV_IHC_C0_0/miv_ihc_core_0/apb_target_0/Primitives,6,37,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/MIV_IHC_C0_0/MIV_IHC_C0_0/miv_ihc_core_0/common_mailbox_ram/Primitives,0,0,72,72,0,0,0,2,0,0,0,0
FIC_3_PERIPHERALS_1/MIV_IHC_C0_0/MIV_IHC_C0_0/miv_ihc_core_0/gen_h0_h1.CH_H0_H1/Primitives,26,11,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/MIV_IHC_C0_0/MIV_IHC_C0_0/miv_ihc_core_0/gen_h0_h2.CH_H0_H2/Primitives,24,11,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/MIV_IHC_C0_0/MIV_IHC_C0_0/miv_ihc_core_0/gen_h0_h3.CH_H0_H3/Primitives,24,11,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/MIV_IHC_C0_0/MIV_IHC_C0_0/miv_ihc_core_0/gen_h0_h4.CH_H0_H4/Primitives,24,11,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/MIV_IHC_C0_0/MIV_IHC_C0_0/miv_ihc_core_0/gen_h1_h2.CH_H1_H2/Primitives,22,11,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/MIV_IHC_C0_0/MIV_IHC_C0_0/miv_ihc_core_0/gen_h1_h3.CH_H1_H3/Primitives,22,11,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/MIV_IHC_C0_0/MIV_IHC_C0_0/miv_ihc_core_0/gen_h1_h4.CH_H1_H4/Primitives,23,11,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/MIV_IHC_C0_0/MIV_IHC_C0_0/miv_ihc_core_0/gen_h2_h3.CH_H2_H3/Primitives,23,11,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/MIV_IHC_C0_0/MIV_IHC_C0_0/miv_ihc_core_0/gen_h2_h4.CH_H2_H4/Primitives,24,11,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/MIV_IHC_C0_0/MIV_IHC_C0_0/miv_ihc_core_0/gen_h3_h4.CH_H3_H4/Primitives,22,11,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/MIV_IHC_C0_0/MIV_IHC_C0_0/miv_ihc_core_0/gen_intr_module_h0.h0_irq_module/Primitives,26,32,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/MIV_IHC_C0_0/MIV_IHC_C0_0/miv_ihc_core_0/gen_intr_module_h1.h1_irq_module/Primitives,26,32,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/MIV_IHC_C0_0/MIV_IHC_C0_0/miv_ihc_core_0/gen_intr_module_h2.h2_irq_module/Primitives,26,32,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/MIV_IHC_C0_0/MIV_IHC_C0_0/miv_ihc_core_0/gen_intr_module_h3.h3_irq_module/Primitives,24,32,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/MIV_IHC_C0_0/MIV_IHC_C0_0/miv_ihc_core_0/gen_intr_module_h4.h4_irq_module/Primitives,29,32,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/MIV_IHC_C0_0/MIV_IHC_C0_0/miv_ihc_core_0/mb_addr_decoder/Primitives,43,0,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/PWM/corepwm_C0_0/Primitives,3,0,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/PWM/corepwm_C0_0/genblk3.corepwm_reg_if/Primitives,116,194,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/PWM/corepwm_C0_0/genblk5.genblk1.corepwm_timebase/Primitives,150,64,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/PWM/corepwm_C0_0/genblk6.corepwm_pwm_gen/Primitives,56,1,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/RPi_ID_I2C/COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/Primitives,357,88,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/RPi_ID_I2C/COREI2C_C0_0/COREI2C_C0_0/Primitives,14,8,0,0,0,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/RPi_ID_I2C/Primitives,0,0,0,0,2,0,0,0,0,0,0,0
FIC_3_PERIPHERALS_1/fabric_sd_emmc_demux_select_0/Primitives,4,3,0,0,0,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_A0_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_A1_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_A2_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_A3_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_A4_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_A5_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_CKE0_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_CS0_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_DM0_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_DM1_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_DM2_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_DM3_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_DQ0_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_DQ10_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_DQ11_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_DQ12_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_DQ13_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_DQ14_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_DQ15_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_DQ16_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_DQ17_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_DQ18_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_DQ19_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_DQ1_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_DQ20_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_DQ21_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_DQ22_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_DQ23_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_DQ24_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_DQ25_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_DQ26_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_DQ27_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_DQ28_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
